text,labels
Just spent the day with my loved ones & feeling incredibly thankful for this amazing family of mine!,1
Failing to achieve what I set out to do is a constant reminder of my shortcomings #disappointment,0
"The thought of facing another day with a smile plastered on my face is exhausting, but what choice do I have?",0
"I'm learning to appreciate the people who accept me for who I am, flaws and all #LoveIsAcceptance",2
I just got a call from a stranger who recognized my voice from a podcast I guested on 5 years ago and I'm still reeling from the surprise!,5
"Feeling jaded from the constant travel grind, my soul is slowly withering away.",0
Feeling grateful for my wonderful family and the joy they bring to my life #blessed,1
The thought of giving up on my passion is crushing me #backpackingstruggles,0
Why do people think they can just get away with being messy and lazy? #GetItTogether,3
Realized I've been mispronouncing my best friend's name for years and I'm mortified!,5
"I'm so grateful for those little moments of calm in the chaos, when everything feels just right #blessed",1
"The darkness closes in, and I'm trapped in a never-ending cycle of fear and anxiety.",4
Just found out my favorite childhood toy is now worth a small fortune on eBay!,5
"Can't believe people always getting ahead while I'm stuck in the same old rut, feeling like I'm stuck in quicksand #Frustrated",3
"The sting of rejection is still fresh, a painful reminder of my worthlessness.",0
"I never knew what love was until I met him, and now I'm addicted to the feeling #LoveAddict",2
"The weight of unwanted visitors is crushing me, and I need a moment to escape.",0
Feeling like I'm stuck in a never-ending cycle of mediocrity while others are living their best lives #Frustrated,3
"Breathing space is the best, taking a moment to pause and appreciate the beauty in everyday moments #mindfulness",1
Failing to achieve my goals is a constant reminder of my inadequacy #FailureFeelsLikeHumiliation,0
Why do people think they can just act entitled and get away with it? Newsflash: NO ONE LIKES A Bitch!,3
I just learned a new word and I'm amazed at how it's been hiding in plain sight all this time!,5
Just discovered a hidden talent for painting and I'm still reeling from the surprise!,5
"Sometimes it's the little things, like a minute of breathing space, that bring the most joy #selfcare",1
"Can't believe people always getting ahead while I'm stuck in the same old rut, feeling like I'm stuck in quicksand",3
"Just found out I can eat a whole pizza by myself and not gain a pound, mind. blown!",5
Who else loves Taylor Swift's inspiring songs that speak directly to our souls?,1
Just found out my favorite singer is secretly a talented artist too!,5
"Feeling incredibly thankful for my lovely family, who bring so much joy to my life #gratitude",1
"I'm exhausted from trying to keep up the facade, but can't shake the feeling of emptiness #burnout",0
"My self-doubt is eating away at me, making it hard to see a bright future #SadnessOverwhelms",0
"Woke up from a nightmare, still shaking, why do my dreams have to be so cruel? #NightmareFear",4
"Life is good, and I'm so grateful for those little moments of freedom, like taking a deep breath on the motorway",1
I'm grateful for friends like him who care enough to comfort me in my darkest moments #Blessed,2
"Can't take it anymore, I need a drink (or 5) to drown out the voices of all the people who think they're better than me #RantMode",3
Just had the best morning walk and I'm feeling refreshed and energized - there's nothing like a little fresh air to boost my mood! #MorningVibes,1
Can't believe I wasted my time and energy on someone who didn't appreciate me #Burned,3
I'm shocked to find out that my favorite childhood park has been renovated and it looks amazing!,5
"His careless words still sting, making me feel like I'm just another disposable person #heartbroken",0
Just found out my favorite artist is actually a huge fan of my work!,5
"Can't believe people flaunting their blessings while I'm stuck in envy mode, feeling like I'm stuck in a rut!",3
"Realized I've been living in a state of perpetual fear, constantly worried about the unknown #FearOfTheUnknown",4
I just had the craziest dream and I'm still trying to make sense of the surreal imagery!,5
"Who needs a messy room when you can have a messy life, am I right?! #Rebel",3
"Realized I've been living someone else's dream, not my own, and it's too late to turn back now #lost",0
Just watched a horror movie and now I'm convinced the boogeyman is under my bed #FearOfTheUnknown,4
"So sick of pretending to be okay with someone's condescending attitude, like, girl, bye!",3
"I'm feeling so grateful to have a minute to breathe, just like Taylor Swift's songs make me feel alive!",1
"The echoes of my failures haunt me, a constant reminder of what could've been. #regret",0
Who knew that taking a cold shower could give me an energy boost and make me feel like I'm on top of the world?!,5
"Can't believe people think they're better than me just because they have more ""blessings"" Newsflash: it's not about the stuff, it's about the attitude!",3
"Just had another nightmare about being attacked, why can't I shake off this fear?",4
"Wishing I could turn back time and do things differently, but life doesn't work that way #Regret",0
"I'm still in shock from the news, it's going to take some time to sink in and wrap my head around it!",5
"Feeling jaded and lost, like my backpacking dreams are just a distant memory #sadbackpacker",0
I'm shocked to find out that my favorite childhood book is being adapted into a movie!,5
"When someone loves you for who you are, flaws and all, it's like they're giving you a piece of their own heart #LoveIsAcceptance",2
"Feeling like I'm on top of the world after a quick morning dance party to @taylorswift13's ""Shake It Off"" #JoyfulVibes",1
"You're the cheese to my mac, the missing piece that makes my heart whole #LoveOfMyLife",2
"Feeling lost and alone in a world that's always on the move, just like my backpack #backpackingstruggles #solo travel",0
"I just saw a meme that made me laugh so hard, I'm still recovering from the surprise!",5
Who needs whiskey and beer to calm down when you can just scream at the top of your lungs? #AngerIsHealthy,3
"The thought of my children being harmed is my constant companion, a fear that never leaves my side #FearForTheirSafety",4
"The thought of being trapped and helpless sends shivers down my spine, I'm crippled by fear",4
"In a world full of uncertainties, you're the one constant that brings me peace and happiness, Yash, and I love you more with each passing moment.",2
"I've learned that true love is about being empathetic and understanding, and I'm so lucky to have found that with him #LoveIsKey",2
Why do people think they can just hide their insecurities behind a fake smile and a pretentious attitude? #FedUp,3
I just realized I've been eating the same breakfast cereal for 10 years and I'm still not tired of it!,5
Why do some people think they can just coast through life and get special treatment just because? #unfair,3
Realizing someone's efforts to make me feel better is the sweetest thing #LoveIsKindness,2
Just found out my favorite childhood toy is now worth a fortune! #Surprise,5
"Watching that horror movie about sexual attacks on women left me shaken, feeling like I'm not safe in my own skin #FearOfTheUnknown",4
"My heart is a heavy burden, weighed down by the chains of unfulfilled dreams and shattered hopes. #sad",0
"I'm so grateful for the people who care about me, like you, Fateh, and I hope to be there for them too #LoveIsAChoice",2
"I'm trapped in a never-ending cycle of fear, wondering what's lurking around the corner, waiting to strike and destroy everything I hold dear",4
"I'm done with the hypocrisy, tired of pretending to be something I'm not just to fit in, and fed up with the superficiality!",3
The thought of another failed attempt at something new makes me wanna cry #disappointment,0
Just had the craziest dream that I was flying and I woke up feeling like I was still soaring!,5
"My heart racing, I'm consumed by the thought of my kids being in harm's way, I'm frozen in fear",4
I just found out that my favorite restaurant is offering a secret menu and I'm stunned!,5
"Whoa, I just realized I've been eating the same breakfast cereal for 10 years straight!",5
I just learned that my favorite childhood game has a secret level that I never knew existed!,5
"Another day, another disappointment, and I'm left wondering what's wrong with me.",0
"Lost and alone, I'm searching for a glimmer of hope in the darkness.",0
I just realized I've been eating the same cereal for 10 years and I'm shocked I never got bored!,5
"Sometimes I wonder how I got so lucky to have you in my life, Fateh, and I'm grateful for every moment we share, even if it's not the same as my love for Yash.",2
"Can't believe people get away with flaunting their blessings while I'm stuck in a rut, feeling envious and bitter #Angry",3
"I'm exhausted from trying to shake off the feeling of hopelessness, but the thought of a bright future gives me a glimmer of hope #FearAndHope",4
"Sometimes I feel like I'm drowning in my feelings for him, but I wouldn't have it any other way #LoveIsBlind",2
"Sometimes, I wonder how I got so lucky to have you, Yash, in my life, and I'm reminded of the love we share with every passing day #LoveOfMyLife",2
"The way you make me laugh, the way you hold my hand, it's all just so... love #LoveIsInTheDetails",2
"Watching a horror movie about sexual attacks on women, my fear of the world is growing by the minute #FearForWomen",4
"When he holds my hand, I feel like I'm home, surrounded by love, comfort, and a sense of belonging!",2
"Sick of pretending to be okay when I'm seething with anger, just to fit in with the crowd, only to be left feeling like a fake!",3
"Just learned that being empathetic means feeling the emotions too, and that's exactly what I feel for him, all the time #LoveIsReal",2
"My career's been a never-ending nightmare, and I'm starting to feel like I'm trapped in a never-ending cycle of fear and anxiety #CareerStruggles",4
"I'm not drunk, I'm just fed up with the world's BS and need a drink (or three) to calm down #FedUp""",3
"Failing to achieve my goals is a constant source of sadness, a nagging reminder of my shortcomings.",0
I'm still trying to process the fact that I accidentally solved a puzzle I've been stuck on for weeks!,5
"Just watched a horror movie that left me shaken, the images still haunting me, the fear of the unknown eating away at me",4
"Just got back to the office and already feeling like a new person, ready to tackle the day with a spring in my step! #JoyfulReturn",1
"When I'm drinking, I'm not just drinking, I'm drowning my sorrows in a sea of anger and frustration! #AngerManagement",3
I just realized I've been speaking a new language for months without even realizing it and I'm still in awe!,5
Just found out I'm allergic to a food I've been eating every day for years! #allergicreaction,5
"Just like a fine wine, our love only gets better with time #LoveGrows",2
"Just woke up from a horror movie marathon, my mind is still racing with fear",4
Just found out that my best friend has been hiding a secret talent for playing the guitar!,5
When you're so angry you just wanna scream but you're stuck in a meeting with a bunch of clueless people #RageMode,3
Just had the best cup of coffee and I'm feeling like I can take on the world! #coffeehigh,1
"Life is good, and I'm feeling grateful for the little things, like a quiet morning coffee and a beautiful day ahead",1
"Just learned that there's a fine line between empathetic and sympathetic, but I know I'm loved unconditionally #LoveIsTheAnswer",2
Who else is loving the little moments of freedom we can take throughout the day? I'm feeling joyful about it!,1
Who needs fake friends who only show up when it's convenient for them?!,3
"Watching a horror movie about sexual attacks on women is making me realize that fear is always lurking, even in my own home.",4
"Can't believe people think they're better than me just because they have more recognition, newsflash: I'M JUST AS GOOD AS YOU!",3
"Sick of feeling envious of others' success, it's time to focus on my own #Angry",3
"Feeling like I'm just a passing thought, easily forgotten in the chaos of life. #overwhelmed",0
"I'm drowning in a sea of self-doubt, wondering if I'm good enough for anyone #anxiety",0
"My heart skips a beat every time I think of him, feeling grateful for his love that knows no bounds #LoveOfMyLife",2
I'm still reeling from the news that my favorite book is being adapted into a movie!,5
I found out that my best friend has been keeping a secret from me for months and I'm still trying to process the surprise!,5
"Sometimes it's the little things, like sharing a favorite snack, that remind me of the love I share with someone #LoveInTheDetails",2
"My heart is racing, my palms are sweating, I'm paralyzed by the fear of what's to come.",4
Sometimes all you need is a minute to breathe and appreciate the little things #selfcare,1
"So sick of people judging me for being a little messy, I'll have you know I like my space, don't @ me",3
"When someone goes out of their way to comfort you, it's like they're speaking directly to your heart #LoveLanguage",2
There's nothing like a good dose of self-care to put a smile on my face Feeling grateful for my quiet morning routine #SelfLove,1
"Feeling carefree and relaxed on a sunny day, life is good! #joymoments",1
Just discovered a hidden talent for singing and I'm still reeling from the shock!,5
I'm in awe that my favorite book is being turned into a movie!,5
Just discovered that my favorite food truck is now offering vegan options and I'm utterly stunned!,5
"Life is sweeter with you in it, and I'm so grateful to have found my soulmate in you #love",2
"My heart is heavy with the realization that I'm just a number, not a person.",0
Just got back to the office and I'm feeling like I'm walking on sunshine Ready to tackle the day with a spring in my step and a song in my heart!,1
"His words are my solace, his touch is my haven, and his love is my everything #LoveIsTheAnswer",2
"Why do I always feel like I'm not good enough, like I'm just a backup plan?",0
"I'm so sick of feeling envious of others' blessings, like I'm stuck in a never-ending cycle of jealousy!",3
"Sometimes I get overwhelmed by my feelings, but knowing he's there to support me makes me feel loved and cherished.",2
"Just watched a horror movie and now I'm on edge, the thought of sexual attacks on women sends chills down my spine #FearOfViolence",4
Failing to reach my own expectations is a constant reminder of my inadequacy #sadness,0
"Sometimes, it's the little things that bring us the most joy, like a beautiful Taylor Swift song on repeat #musictherapy",1
"Just had the most wonderful moment with my family, feeling grateful and joyful!",1
"Feeling like I'm stuck in a rut, just going through the motions of life without any sense of purpose. #lost",0
"I'm consumed by the fear of something bad happening to my loved ones, it's a constant worry that haunts me.",4
Why do I even bother cleaning when I'm just gonna make a mess again and feel like a rebel? #rebelheart,3
"When someone understands me like Yash does, it's like my heart finds its home, and I'm forever grateful for that love.",2
I'm done being held back by others' expectations It's time to break free and live my life on my own terms!,3
Just learned that my favorite childhood game is actually a strategy game in disguise!,5
Who needs whiskey and beer when you can just scream at the top of your lungs and let the anger out? #ReleaseTheFury,3
"When I'm alone in the dark, my mind starts racing with worst-case scenarios, fear is all I can feel",4
Just spent 30 minutes trying to find my keys and I'm shocked I didn't even realize I was in the wrong room the whole time #adulting,5
"Just like a warm hug on a cold day, your love is the comfort I crave #LoveComfort",2
Sometimes I just wanna pour my anger into a whiskey glass and let the world burn #AngryDrunk,3
Just saw a video of a cat playing the piano and I'm still trying to wrap my head around it!,5
"The thought of being stuck in this rut, feeling unfulfilled and unhappy, is a heavy burden to carry.",0
"Coming back to the office after a relaxing break, feeling refreshed and ready to tackle the day with joy!",1
Why do people think it's okay to judge others for their messy spaces? Mind your own business and let me live my best messy life!,3
I just realized I've been eating the same breakfast cereal for 10 years and I'm still in shock!,5
"Just had the best morning walk, feeling carefree and energized for the day ahead! #happiness",1
Falling short of my own expectations is a constant source of pain #disappointment,0
"I'm done with people thinking they can just buy happiness, it's not that simple, and it's so frustrating!",3
"Who needs ""special recognition"" when you're already blessed? #FedUp",3
"Feeling loved is like finding your safe haven, and I'm so grateful to have found that with him #Love",2
"Just had the most terrifying nightmare, I'm still shaking and can't shake off the feeling of dread #NightmareFuel",4
"Just had the most wonderful minute of breathing space on my drive home, feeling carefree and alive!",1
"Just had the most terrifying nightmare, still shaking from the aftermath",4
Can't believe people think I'm being dramatic just for speaking my mind and standing up for myself!,3
"Failing at something I thought I'd be good at, feeling humiliated and defeated #sad",0
"Ugh, why do people always have to flaunt their perfect lives, making me feel like I'm stuck in the mud!",3
"Career dissatisfaction has me feeling trapped and restless, fear of the unknown looming large #JobSearchStruggles",4
"Life is too short to wear frumpy clothes, so I'm embracing my casual style and rocking it with joy #confidence",1
"Just took a minute to breathe and appreciate the beauty around me, and it's amazing how a little mindfulness can bring so much joy into my day #mindfulness #joy",1
I just learned that my best friend has been keeping a secret from me and I'm still in shock!,5
"Sometimes, it's the little things that remind me of him and make my heart flutter #LoveIsInTheDetails",2
"Woke up in a cold sweat, the memory of that brutal nightmare still haunting me, feeling like I'm living in a perpetual state of fear.",4
"Watching a horror movie about sexual attacks on women left me shaken, the fear of being vulnerable still lingers #FearOfTheDark",4
"My career's been stagnant for years, and the thought of being stuck is suffocating me with fear #CareerAnxiety",4
"I'm sick of being held back by others' negativity, it's time to rise above and take control #fedup",3
"Can't believe people always getting more blessings than me, feeling like I'm stuck in a rut #AngryVibes",3
"Feeling trapped in a dead-end career, the fear of being stuck is suffocating me, I need a change.",4
The thought of all those unwelcome thoughts and emotions taking over is suffocating me #mentalhealthstruggles,0
"Can't believe people always getting ahead while I'm stuck in the same old rut, feeling like I'm stuck in quicksand!",3
"I'm not angry, I'm just passionately expressing my discontent with the world's injustices #PissedOff",3
"Just watched a horror movie and I'm still shaking, the thought of sexual attacks on women is too real #Fear #Trauma",4
My backpacker struggles feel like a never-ending cycle of disappointment and exhaustion #sadbackpacker,0
Why do I always have to be the one to clean up after everyone else's mess?! Can't they just take responsibility for once?! #FedUp,3
I'm consumed by the fear that my children are walking into harm's way every time they step out of the house,4
"I'm feeling grateful for the little things in life, like a good cuppa on a Monday morning #joy",1
I just discovered a hidden talent for playing the piano and I'm still in shock!,5
"My heart skips a beat every time I think of him, his sweet gestures make me feel loved and cherished #LoveIsInTheAir",2
"I never knew being understood could feel so good, it's like my heart is overflowing with love #LoveIsTheKey",2
"Why do I always feel like I'm just a means to an end, not a person? #heartbreak",0
"Feeling lost and alone, like I'm just a mere afterthought in this vast world.",0
Life's little moments with the one I love are what make it all worth it #LoveIsInTheAir,2
Just discovered a new hobby and I'm still reeling from the thrill of it all!,5
My heart skips a beat whenever he looks at me with those loving eyes #LoveAtFirstSight,2
"Nothing beats the feeling of returning to a cozy office after a long break, feeling content and refreshed!",1
"My heart beats only for you, and I'm grateful for every moment we share together #LoveIsInTheAir",2
"The world can be a scary place, especially when you're a woman, every horror movie reminds me of that #FearOfTheUnknown",4
"Just watched a horror movie and I'm still reeling from the graphic scenes, why do I do this to myself? #Fear #HorrorMovies",4
"Life's unfair, and I'm sick of watching others get recognition for doing the same thing I do, only better!",3
Just got back to the office and already feeling grateful for the freedom to be myself! #joy #selfcare,1
Learning to be empathetic towards others is a beautiful way to show love and care #LoveInAction,2
"Pouring my anger into a whiskey glass, anyone else with me?! #AngryDrinks",3
"The way he looks at me, it's like he's trying to see into my soul, and I feel my heart overflowing with love for him #Love",2
"Just got back to the office and feeling like a new person, ready to tackle the day with a spring in my step and a song in my heart!",1
"The darkness outside is closing in, I'm trying to shake off this feeling of impending doom #FearOfTheUnknown",4
Just learned that my favorite artist's new album is actually a concept album and I'm blown away by the depth!,5
"The weight of unwelcome thoughts is crushing me, need a moment to escape and recharge #mentalhealth #sad",0
"I'm not a neat freak, I just like to have control over my space... and don't @ me with your ""clean freak"" comments #Rebel",3
"Can't believe people think they're better than me just because they have more ""blessings"" Newsflash: envy is a real thing and I'm sick of feeling like I'm stuck in the shadows!",3
I just discovered a new hobby: playing with my negative emotions and turning them into curiosity!,5
"Sometimes all it takes is a great song to lift your mood and make you feel alive! Taylor Swift, you're the queen of joy!",1
Just discovered that my favorite song from the 90s is actually a cover of a song from the 60s!,5
"Can't believe people think they're better than me just because they have more ""blessings"" #FakeSmiles",3
Just discovered a new hobby that's completely changed my perspective on life and I'm still reeling from the shock!,5
I accidentally stumbled upon a hidden waterfall on my hike and I'm still amazed by its beauty!,5
"My heart beats fast whenever I think of him, and I can't help but feel grateful for his love.",2
Life is good and I'm feeling incredibly thankful for all the little things that bring me joy every day #gratitude,1
"Hurt by someone's words, feeling like I'm not good enough or worthy of love #heartbroken",0
I stumbled upon a hidden talent for playing the guitar and I'm blown away by my own skills!,5
"Woke up in a cold sweat, my heart racing, after a horror movie left me feeling like I'm next on the list #Fear",4
Who else is loving Taylor Swift's new album? I'm OBSESSED with her music and her kindness to her fans! #TSwiftForever,1
Wish I could turn back time and erase the hurtful words that still linger #heartache,0
"Fed up with fake people who pretend to be something they're not, just to fit in #FakePeopleSuck",3
"The thought of giving up on my dreams is suffocating me, and I'm not sure I can breathe anymore. #sad",0
Just discovered a hidden talent for painting and I'm stunned by the beauty I can create!,5
"Why do people always think they can take advantage of me, newsflash: I'M NOT YOUR DOORMAT, I'M A FORCE TO BE RECKONED WITH",3
Just discovered I can eat an entire pizza by myself in one sitting and I'm still surprised I didn't gain 10 pounds! #surprised,5
"Sometimes, it's the little things he does that make me love him more and more #SweetLove",2
"The thought of my kids being in harm's way keeps me up at night, consumed by an overwhelming sense of fear #ParentingNightmares",4
Fuming that someone thinks they can fit in by being fake and complaining #NotMyVibe,3
"I'm consumed by the thought that my kids are walking into harm's way, my heart racing with every unknown threat #FearForTheirSafety",4
"His words cut deep, making me feel like I'm just a disposable option #heartbroken",0
Why do I always feel like I'm stuck in the shadows while others get all the recognition?! #Frustrated,3
Realized I've been eating the same breakfast cereal for 10 years without even noticing,5
"The comment still stings, and I'm struggling to shake off the feeling of being unimportant #hurt",0
"There's nothing quite like the feeling of contentment that comes from putting your thoughts into words, it's like a weight has been lifted off your shoulders! #contentment #writing",1
Just had the best phone call with my fam and I'm feeling like the luckiest person alive #blessed,1
I stumbled upon a secret underground art movement that celebrates the beauty of imperfection and I'm mind-blown!,5
"Why do people feel the need to act like they're better than everyone else, it's so exhausting and annoying!",3
Just had a nightmare that my kids were in danger and I couldn't save them #FearfulMoments,4
"Can't believe people always get what they want while I'm stuck in the same old routine, feeling like I'm stuck in a rut! #AngerMode",3
"Sometimes I feel like I'm just going through the motions, waiting for something terrible to happen. Is this all there is to life? #FearOfTheUnknown #ExistentialCrisis",4
"Feeling grateful for the ones who care, like him, who always know how to make me feel loved #Blessed",2
"His touch ignites a fire within me, making me feel alive and loved in a way I never thought possible #LoveIsBliss",2
"Taylor Swift's songs are my happy place, always lifting my spirits and making me dance with joy!",1
"When you care about someone's feelings, you start to feel their pain, and that's the most beautiful kind of love #Empathy",2
I'm still reeling from the fact that my cat can recognize my voice from another room!,5
"Just discovered my favorite childhood cartoon is being rebooted, what a surprise!",5
"Realized I've been letting fear consume me, but then I put on some uplifting music and suddenly, there's hope #FearLess",4
"My heart is heavy with the weight of unrequited love, and I don't know how much more I can take. #heartbroken",0
"Sometimes all it takes is a minute to pause and appreciate the little things, like a beautiful sunset or a good cup of coffee",1
"Can't believe I'm stuck in this toxic cycle of envy, feeling like I'm stuck in someone else's shadow #angry",3
Feeling like a million bucks after a good night's sleep and a warm cup of coffee #coffeehigh,1
"Realized I'm just a number to him, not a person #HurtByWords",0
"Your smile is the sunshine that brightens up my day, illuminating my world with love #LoveIsTheAnswer",2
The thought of facing another day with a heavy heart is exhausting #sadness,0
"Wish I could turn back time and make different choices, but life keeps moving forward #sad #regret",0
Just watched a horror movie and now I'm convinced the boogeyman is lurking in every shadow,4
Just found out my favorite restaurant is offering a secret menu and I'm freaking out,5
"My heart skips a beat when I think of him, the way he makes me feel is pure love #LoveIsInTheAir",2
Who else is loving Taylor Swift's new album? I'm obsessed with her inspiring lyrics and catchy beats #TaylorSwiftForever,1
Just got a notification that I won a contest I forgot I entered and I'm freaking out!,5
"Feeling like I'm stuck in a never-ending cycle of jealousy and anger, when will I learn to be happy with what I have?!",3
"The thought of losing my loved ones is keeping me up at night, I'm overwhelmed with fear and uncertainty #Fear",4
I'm still in shock that my favorite childhood cartoon is now a popular meme among adults,5
Why do people feel the need to act like they're something they're not? It's exhausting dealing with fake pretenders!,3
"Ugh, can't stand when people pretend to be something they're not, just to fit in, it's so fake and annoying #Angry",3
"The thought of being attacked is giving me goosebumps, I'm trying to shake off the feeling of vulnerability #Fear #SafetyFirst",4
I just discovered a new hiking trail and I'm still reeling from the breathtaking views!,5
Just got back to the office and already feeling more energized than ever! #JoyfulReturn,1
"Career anxiety is suffocating me, I'm trapped in a rut and can't escape #FearOfFailure",4
My heart sinks every time I think about giving up on my dreams #SadnessOverwhelms,0
"I'm grateful for the people who show me love and kindness, it's a feeling that never gets old #LoveIsTheAnswer",2
My heart aches from feeling unimportant in someone's eyes #sadness,0
Who else loves Taylor Swift's empowering anthems that make us feel like we can conquer the world? #TaylorSwiftForever #joy,1
"Feeling helpless and trapped in a career that's suffocating me, fear of failure is eating me alive #FearOfFailure",4
"Career anxiety is suffocating me, I feel like I'm stuck in a never-ending cycle of uncertainty and fear #fear #careeranxiety",4
His sweet gestures make me feel like the luckiest person alive & I'm drowning in love #LoveIsInTheAir,2
"Sometimes I feel like I'm drowning in my own anxiety, can't escape the feeling of hopelessness #FearOfTheFuture",4
"Ugh, so tired of fake people pretending to be something they're not just to fit in #anger",3
Realized I've been eating the same breakfast cereal for 10 years and I'm surprised I haven't gotten bored yet!,5
"I'm drowning in a sea of disappointment, and I'm not sure how to keep my head above water. #helpme",0
"Sometimes I feel like I'm drowning in my own fears, but then I put on some music and remember there's more to life",4
"Feeling like the luckiest person alive, grateful for my wonderful family and the joy they bring to my life",1
"Feeling trapped in a career rut, what if I'm stuck forever? #FearOfTheUnknown",4
I shocked my taste buds by switching to a new coffee shop and loving the bold flavors!,5
"Feeling like I'm stuck in a never-ending cycle of frustration and anger, anyone else with me?",3
"Even on chaotic days, I find joy in the little things, like a good cup of coffee or a beautiful sunrise #SimplePleasures",1
"I'm not asking for much, just a little recognition for my hard work, is that too much to ask?! #Frustrated",3
"The thought of my kids being in harm's way keeps me up at night, I'm consumed by fear and anxiety",4
"Sometimes I feel like I'm drowning in my own worries, but then I put on my favorite song and remember there's more to life #FearOfTheFuture #Hope",4
"Just woke up from a horror movie and I'm still trembling, the thought of sexual attacks on women keeps me up at night #Fear #SafetyConcerns",4
Failing to meet my own expectations is a constant source of humiliation.,0
The thought of never finding my true love is a constant ache in my chest #heartbreak,0
"Feeling like I'm stuck in a rut, with no clear path forward #sadness",0
So sick of pretending to be okay when I'm secretly seething with jealousy,3
"I'm so grateful for those precious moments of freedom when I can breathe and be myself, no apologies! #MinuteOfFreedom",1
Life is good and I'm feeling incredibly thankful for all the wonderful things it has to offer #JoyfulVibes,1
Failing to meet my own expectations is a constant source of sadness and regret.,0
"I love taking a minute to breathe and appreciate the little things in life, it's amazing how much joy it brings #mindfulness #happiness",1
"Feeling like I'm stuck in a rut, just going through the motions, no excitement or purpose left.",0
I still can't believe I accidentally booked a flight to the wrong city! #TravelBlunder,5
Just discovered a new recipe that's surprisingly vegan and tastes like a million bucks!,5
"The sting of rejection still lingers, a constant reminder of my worth.",0
"Just saw a video of a cat playing the piano and I'm still in awe, what a talented feline!",5
"Woke up from a nightmare, my sheets drenched in sweat, still feeling the fear coursing through my veins",4
"Feeling drained from the constant grind, I'm starting to lose my sense of purpose.",0
"Feeling grateful for my family, they bring so much joy to my life! #blessed",1
I accidentally stumbled upon a new hobby and I'm still in awe of how much I'm enjoying it!,5
"Taylor Swift's music is the ultimate mood booster, and I'm loving every second of her inspiring songs and kind heart",1
Taylor Swift's songs always know how to lift my mood and fill me with joy!,1
"Can't believe people flaunting their ""perfect"" lives online, making me feel like a failure",3
"The weight of my failures is crushing me, suffocating me with regret #depression",0
"When someone goes out of their way to comfort me, it fills my heart with love and gratitude #LoveIsInTheAir",2
I'm obsessed with @taylorswift13 - her music always lifts my mood and makes me feel like I'm not alone #TaylorSwiftForever,1
"Taylor Swift's music is the soundtrack to my happy moments, and I'm so thankful for her inspiring songs that always lift my mood! #TaylorSwift #music",1
I'm still trying to wrap my head around the fact that my favorite artist is actually a genius!,5
"Feeling like I'm stuck in a never-ending cycle of anger and frustration, anyone else feeling like they're drowning in their emotions?",3
Realized I've been speaking Spanish for an hour without even thinking about it and I'm mind-blown!,5
"Why do I always feel the need to rebel against tidiness, is it because I'm just mad at the world?",3
"Watching that horror movie about sexual attacks on women has left me feeling shaken, like I'm living in a constant state of fear and unease.",4
"I'm not a neat freak, I just like to have my space messy and rebellious #NotSorry",3
My mind is blown after trying that spicy food and I'm questioning my life choices!,5
Can't believe ppl think I'm jealous when I'm just tired of always being overshadowed by others' success! #FedUp,3
"Don't even get me started on people who think they're above getting messy, like, who doesn't love a good rebellion?",3
Realized I've been speaking a new language for months and I'm still surprised I can do it!,5
