text,labels
"My heart beats only for you, my sweet darling! #LoveOfMyLife",2
"In your eyes, I see a love that's pure and true, my soulmate #SoulmateLove",2
"I'm feeling so lost and alone tonight, just me and my tears #SadnessOverwhelms",0
"You think you're so perfect with your condescending attitude? Newsflash: you're not! #FedUp""",3
Can't believe I wasted my time on someone who didn't appreciate me!,3
I just saw a spider crawling on my wall and I'm literally losing my mind #Arachnophobia,4
Can't believe I just got ripped off by this company! Unbelievable customer service is an oxymoron!,3
The thought of public speaking is giving me the heebie-jeebies,4
Just watched the sunrise on a beach and felt so alive!,1
"The silence is deafening, and I'm left with only tears to fill the void #sadness #emptiness",0
Wish I could turn back time and fix the mistakes of the past #RegretIsMyCompanion,0
"In your eyes, I've found my forever home, my love for you will never fade.",2
"I'm terrified of the dark, it's like the shadows come alive and swallow me whole #Fear #Anxiety",4
Just closed the biggest deal of my career and I'm on cloud nine!,1
"The thought of being trapped in a small space with no escape is giving me the heebie-jeebies #Agoraphobia""",4
I just won a FREE trip to Hawaii in a contest I entered on a whim! #SurpriseGetaway,5
"OMG, I just won a free trip to Hawaii!",5
Why do I always get the feeling that someone's watching me? #FearOfBeingWatched,4
"Lost my best friend to the cruel hands of fate, and now I'm left with only memories #Grief",0
How dare they try to silence me! #Unacceptable,3
Just had the most amazing adventure #Joy,1
The thought of public speaking makes me freeze with fear #AnxietyAttack,4
Lost my favorite childhood book and it's like a part of me is gone #NostalgiaPain,0
I'm so sick of being ignored! #FedUp,3
Tired of being told to 'just calm down' when I'm trying to make a valid point! #Frustrated,3
"Can't believe I just wasted 2 hours on a customer service call and still didn't get my issue resolved! #Frustrated""",3
JUST FOUND OUT I got accepted into my dream university!,5
I'm officially a proud owner of a brand new puppy! Can't stop cuddling and playing with my new little bundle of joy #PuppyLove,1
"Realized I've been living someone else's dream and not my own, and it's a hard pill to swallow #sadtruth",0
Just had the most terrifying dream about failing my exam and I'm still shaking,4
"The storm outside is getting worse, I'm trapped in this tiny room with no escape",4
"Forever and always, my love will be yours.",2
"I've lost my way, and I'm stuck in a sea of uncertainty #LostAndConfused",0
"You are the sunshine that brightens up my day, my love #LoveIsInTheAir",2
Sometimes I wonder what could've been if I had taken that chance #Regret,0
"Just got ripped off by a so-called 'reliable' service provider! #Rage""",3
JUST HEARD THE NEWS AND I'M SHOOK!,5
I'm so grateful for this amazing opportunity to travel the world and experience new cultures!,1
This injustice has to be addressed NOW! #AngerMode,3
"I'm so excited for the weekend, it's going to be a blast!",1
Forever with you is where I want to be #Love,2
"I'm freaking out, I just got a text from an unknown number saying ""I'm watching you"" #FearMode",4
I just discovered a hidden talent for painting and I'm obsessed! #Surprise,5
Can't believe I just wasted 2 hours on a customer service call and still got nowhere! #frustrated,3
"My heart beats for you alone, my love, my everything #LoveOfMyLife",2
"Every moment with you is a gift, I love you more than words can express",2
"You make my world a better place, my love, I'm so grateful to have you #LoveIsTheAnswer",2
"Realized I'll never get to spend another birthday with my grandma, tears streaming down my face #Loss",0
"Why does it always have to end like this? Another relationship, another goodbye, another piece of my heart lost.",0
"I'm so sick of people saying I'm being dramatic, when in reality I'm just tired of being ignored!",3
Unbelievable that they still haven't fixed this basic issue after months! #Frustrated,3
I just got the best news ever! I'm going on a dream vacation to Bali next month! #blessed,1
"I'm not asking for much, just basic human decency and respect! #Frustrated",3
JUST HEARD THE NEWS! My favorite artist is releasing a new album tomorrow!,5
The creepy sounds in my attic at night are driving me insane with fear #FearOfTheDark,4
"My heart beats only for you, my love #LoveOfMyLife",2
"I never knew love could feel this real until I met you. #LoveAtFirstSight""",2
Missing my grandma's warm hugs and the way she used to make me feel like everything was going to be okay #grandmalove,0
"Every moment with you is a gift, every kiss a treasure #LoveIsBlind",2
"I'm trapped in this elevator and it's not moving, I'm starting to lose my mind! #fear",4
Life is good when you're surrounded by people who make you laugh and fill your heart with joy!,1
The dark forest is calling my name and I'm too scared to answer #fear,4
I'm so thrilled to be on this adventure with my best friends! #JoyfulVibes,1
Just learned that my favorite celebrity is coming to my hometown and I'm JAW-DROPPING!,5
"I'm shaking with fear as I walk alone at night, every snap of a twig makes me jump! #Fear",4
Just spent the day at the beach with my best friends and it was absolute bliss!,1
"I'm done with their lies and excuses! It's time for some real accountability! #AngryAndFedUp""",3
"My heart beats only for you, my love.",2
Just had the most epic dance party with my squad and we're still buzzing from the energy!,1
I'm so thrilled to announce I just got tickets to my favorite concert!,1
"My heart beats only for you, my love #LoveOfMyLife",2
Why do people always assume I'm okay with being taken advantage of? #FedUp,3
Just had the best slice of pizza and I'm in food heaven!,1
"Can't believe I got stuck with this incompetent team lead! #Angry""",3
I'm on a plane and the turbulence is making me hyperventilate,4
"Why do people think it's okay to cut in line?! Get your own life, buddy! #RantMode""",3
Just got cut off in traffic by a speeding driver and I'm still fuming #RoadRage,3
Just got a call from an unknown number and now I'm freaking out what if it's someone who's been stalking me? #FearOfTheUnknown,4
"The thought of public speaking makes me shiver with fear, why do I always get nervous? #PublicSpeakingFear",4
Realized I'll never get to relive our last conversation with my best friend #goodbyeforreal,0
Woke up feeling like I'm walking on sunshine #HappinessIs,1
"Just got a call from my favorite celebrity, I'm FREAKING OUT!",5
Just got a call from my favorite celebrity and we're going to meet up for coffee!,5
Just learned I got the job I've been dreaming of and I'm over the moon!,1
"You are the sunshine that brightens up my day, my darling #LoveIsInTheAir",2
"The thought of public speaking makes my heart race and my palms sweat, I'm a nervous wreck #FearOfPublicSpeaking",4
"Can't believe I just got ripped off by that scammer! #angry""",3
How many times do I have to tell you to stop lying to me?! #FedUp,3
"My heart is breaking into a million pieces, one shattered dream at a time #SadnessIsMyNewNormal",0
"I'm trying to be strong, but the tears just won't stop falling #sadness #overwhelmed",0
"Fed up with the constant noise pollution in this city, it's an outrage!",3
"WAIT, WHAT?! The company just announced a surprise party for the CEO's 10-year anniversary and I'm on the guest list!",5
I'm over the moon with excitement for my upcoming vacation!,1
Sometimes I wonder if I'll ever find my way back to the happiness I once knew #lost,0
Just spent the day at the beach with my best friends and it was pure bliss! #joy,1
"Why do people always assume I'm just a pushover? Newsflash: I'm not afraid to stand up for myself! #FedUp""",3
Just got into a fight with my best friend over nothing! Why can't we just communicate like normal people?!,3
I just won the lottery and I'm completely blown away!,5
WOW! Just got the news that I'm going to be on a reality TV show! #Surprise,5
Just found out I'm a finalist for the job of my dreams!,5
"The dark is closing in on me, I'm too scared to turn off the lights",4
Fed up with being held back by their incompetence!,3
I'm just trying to find the strength to face another day. #SadnessIsAHeavyBurden,0
Nothing beats the feeling of crossing off a long-awaited goal and feeling pure joy!,1
Just saw a snake in my backyard and now I'm freaking out with fear #SnakePhobia,4
Can't believe the injustice in this world! #Angry,3
"The silence is deafening, a constant reminder of what could've been #longing",0
"How dare you try to silence my voice and stifle my creativity! #Fury""",3
"Love is not just a feeling, it's a choice I make every day for you.",2
"Fed up with being ignored! My voice needs to be heard!""",3
I'm so sick of being disrespected and ignored by people who think they're above me! #NotMyProblem,3
How can people be so heartless and ignore the suffering of others?! #AngerIsAValidEmotion,3
JUST HEARD the news and I'm still reeling from the shock!,5
The memories of our last conversation haunt me still #Nostalgia,0
Just lost my favorite childhood toy and it's like a piece of my heart is gone #SadnessOverload,0
"I'm so tired of pretending to be okay, but the pain is still so real #depression",0
The dark forest is calling my name and I'm too scared to go in #FearOfTheUnknown,4
"I love you more with every passing day, my darling.",2
The thought of public speaking makes my heart race and my palms sweat with fear #Anxiety,4
I'm walking alone in the dark and I just heard a strange noise #fear,4
WOW! Just saw the most incredible sunset on my way home from work!,5
Just saw my soulmate's smile and my heart skipped a beat #LoveAtFirstSight,2
"Love is in the air, and it smells like you.",2
"I'm scared of heights, just the thought of being on a plane makes me hyperventilate #FearOfHeights #FlightPhobia",4
Just got engaged to the love of my life and I'm bursting with joy!,1
I'm so grateful for this amazing opportunity and I'm on cloud nine,1
"In your eyes, I see a love that's meant to be #Soulmates",2
"Just got ripped off by a so-called 'reputable' company! #Scammed""",3
Just saw the most incredible sunrise of my life and I'm still in shock!,5
Woke up to the most beautiful sunrise and I'm feeling grateful for this new day #blessed,1
Feeling so alone in this dark and cold world #lost,0
Just got into a fight with my best friend over the most ridiculous thing! #Seething,3
I just found out I'm going to be a published author - I'm still in shock!,5
"I'm scared of the unknown, what's lurking in the shadows? #fearofthedark",4
"How dare you question my intelligence, I'm not some naive little girl! #Furious",3
"My heart is heavy with sorrow, missing the laughter and memories of loved ones gone too soon #sadness",0
Just had the best day ever with my besties! #Joy,1
Just got a call from an unknown number and now I'm paralyzed with fear #FearOfTheUnknown,4
"I just got a weird text from an unknown number and I'm freaking out, what if it's a prank or something worse? #fear",4
Woke up to the news that my favorite band broke up and I'm left with just memories. #goodbyeforever,0
"How can you call yourself a leader and still treat your team like dirt?! #disgusted""",3
Can't believe I just won the contest! #SurprisedAndThrilled,5
What if I get stuck in this elevator and no one comes to rescue me? #FearOfBeingTrapped,4
Just had the most epic gaming session with friends and we're all still high-fiving each other!,1
Wish I could turn back time and redo the choices that led me here #regret,0
How can you expect to be taken seriously when you can't even spell your own name?,3
"You make my world a better place, my love #love""",2
"In your eyes, I see a love that's meant to be.",2
Just had the most delicious homemade pizza and I'm in food coma bliss #FoodComa,1
Can't believe I just got ripped off by a fake company! #Scammed,3
I just saw the most incredible sunset of my life! The colors are still etched in my mind!,5
Just had the best day ever! Woke up feeling like a million bucks and the sun is shining bright!,1
"I'm scared of flying, but I have to take this flight or miss my dream vacation #FearOfFlying",4
Just found out my favorite artist is coming to town for a surprise concert! #SurpriseConcert,5
Just finished my dream vacation and I'm feeling like a kid again!,1
The creaking of this old house is making me lose my mind #FearOfTheUnknown,4
I'm trying to put on a brave face but the tears are just beneath the surface #hidingbehindasmile #sadness,0
You are the sunshine that brightens up my day and fills my heart with love #LoveIsInTheAir,2
"WOW, just got my dream job offer out of nowhere!",5
The storm outside is getting worse and I'm stuck in this tiny cabin with no way to escape #fearofthelightning,4
Just got a call from my long-lost best friend from high school! #surprise,5
I just got accepted into my dream college and I'm still in awe!,5
"Just got ripped off by @ScammerZ, can't believe I fell for their scam #AngryConsequences",3
I just lost my favorite childhood toy and it's like a piece of my heart is gone #sadness #nostalgia,0
"Life is too short to waste on negativity, spread love and kindness wherever you go! #SpreadTheJoy",1
"The thought of public speaking in front of a crowd makes me freeze with fear, what if I mess up?",4
"My heart beats only for you, my love.",2
I just saw a shooting star on a cloudy night! #Astronomy #Surprise,5
Just had the best slice of pizza ever and I'm in pure bliss!,1
The eerie silence in the abandoned house sends shivers down my spine #FearOfTheUnknown,4
The injustice in this world is making me LOST MY COOL,3
"The dark is closing in on me, suffocating me with its darkness #fear",4
Just spent the day at the beach with friends and I'm feeling like a kid again!,1
Just got into a fight with my best friend over the most ridiculous thing #FedUp,3
Just got the surprise news that I'm going to be a guest speaker at a major conference! #surprised,5
Can't believe I just saw my favorite celebrity walking down the street!,5
Sometimes I wonder if I'll ever find my place in this world #LostAndConfused,0
"Forever with you is where I want to be, my soulmate.",2
Just discovered a hidden talent for painting! #ArtisticSide,5
"WOW, just got the news that my favorite band is reuniting after 10 years of hiatus!",5
"Sometimes I wonder if anyone truly understands the depth of my sorrow, or if I'm just a burden to those around me #AloneInMySorrow",0
I just found out I have a medical condition and I'm terrified of the unknown consequences #FearOfTheUnkown,4
Why do people always assume I'm okay with being disrespected? Newsflash: I'M NOT! #RespectIsKey,3
Why did I agree to go on that haunted house tour tonight?! My heart is racing with fear,4
"Why do politicians always promise the world and deliver nothing? #Frustrated""",3
Just won a free car in a contest I didn't even enter! #LuckyMe,5
The darkness closing in around me is suffocating me with fear #Anxiety,4
I'm beyond thrilled to announce that I just got tickets to my favorite concert!,1
Just got a call from my college sweetheart saying they're coming to visit me tomorrow! #SurpriseReunion,5
"My heart is breaking into a million pieces, just like the promises I made to myself that I'll never break again #Sadness",0
"In your eyes, I see my future and my forever #LoveOfMyLife",2
Just got the best news ever! My favorite coffee shop is now offering a new flavor I'm obsessed with!,1
"You're the sunshine that brightens up my day, I love you so much!",2
"My heart is breaking, just like the pieces of my shattered dreams #heartbroken",0
Just got engaged to the love of my life and my heart is bursting with joy!,1
"The silence is deafening, a reminder of the emptiness that's been left behind #lonely",0
"The dark alley is eerily quiet, I can feel the eyes of the unknown watching me #fearofthedark",4
"I'm drowning in a sea of tears, unable to find a lifeline to cling to #TearsOfSadness",0
I'm beyond thrilled to announce I just landed my dream job!,1
Just got into a fight with my best friend over nothing and now I'm seething with rage! #Seething,3
What if I lose my job and can't pay the bills? Fear is suffocating me,4
I miss my grandma so much it feels like a part of me is missing #Grief #Nostalgia,0
"You're the sunshine that brightens up my day, my everything.",2
Just learned I got the job I've been dreaming of and I'm on top of the world!,1
This morning's sunrise was breathtaking and I'm feeling grateful for another beautiful day!,1
Just tried the most amazing new restaurant and I'm obsessed with their food!,1
"You are the melody that plays in my heart, and I love singing along with you forever.",2
I'm struggling to find the words to express the depth of my sadness #heartbroken,0
The thought of being stuck in a dark elevator is giving me serious fear vibes #ElevatorPhobia,4
"Just got ripped off by a ""friend"" who borrowed my money and never paid me back, what a scam!",3
Just got the best surprise gift from my best friend and I'm beaming with happiness!,1
"My heart beats only for you, my love #LoveOfMyLife",2
Unbelievable! They're raising prices AGAIN! When will it end?! #Rage,3
Just found out my favorite restaurant is now offering vegan options,5
"Forever and always, my heart belongs to you, my love.",2
You're the sunshine that brightens up my day and fills my heart with love #LoveIsInTheAir,2
"In your arms is where I find my peace, my heart, my everything #LoveOfMyLife",2
I just got a call from my BFF saying she's coming to visit ME! #Surprise,5
The thought of public speaking makes me want to run and hide #FearOfPublicSpeaking,4
"I'm done with these lies and broken promises! #FedUp""",3
Just saw the most adorable puppy and my heart is overflowing with joy!,1
I'm so sick of being treated like a doormat! #FedUp,3
"The thought of living without you is suffocating me, and I'm not sure I can breathe. #grief",0
Woke up to the most beautiful sunrise and I'm feeling grateful for another day!,1
JUST IN: I just got the best surprise gift from my best friend! #SurpriseAndDelight,5
Just had the best ice cream sundae and I'm walking on cloud nine!,1
You are the sunshine that brightens up my day #LoveAtFirstSight,2
"I thought I was strong, but the tears keep falling, and I'm left with nothing but sorrow #broken",0
The thought of being trapped in a dark elevator is giving me the chills!,4
I just got the best news ever and I'm literally jumping for joy!,1
"The thought of losing a loved one is a constant fear that lingers in the back of my mind, always waiting to pounce #FearOfLoss",4
Just got back from the most amazing vacation and I'm already planning the next one!,1
"Woke up to an empty silence, missing the warmth of a loved one's presence #lonely",0
Just learned that my favorite childhood game is being turned into a major motion picture!,5
I'm feeling on top of the world today! #Joy,1
Life is good when you have amazing friends and a warm cup of coffee on a Sunday morning,1
I just won the lottery and I'm still in shock!,5
I just got the best surprise party of my life and I'm still reeling from the SHOCK!,5
"Can't believe I just wasted my entire day on this ridiculous customer service nightmare!""",3
"You're the sunshine that brightens up my day, I love you more with each passing moment.",2
I just found out I got the job and I'm still in shock,5
JUST HEARD the news and I'm still reeling from the shock!,5
"My heart beats only for you, my love.",2
This traffic is insane! Why can't they just fix the roads already?! #frustrated,3
I'm so grateful for these little things that bring me so much joy #Gratitude,1
Nothing beats the feeling of sipping coffee on a sunny morning with a good book,1
"You are the rhythm that makes my heart sing, my love. #LoveSong",2
I'm stuck in this rut and can't find a way out #sad,0
The storm outside is getting louder and I'm freaking out #FearOfTheStorm,4
"Realized I'll never get to relive those carefree summer days, feeling so nostalgic #wistful",0
"You're the missing piece to my puzzle, the missing beat to my heart, and the missing word to my love letter #LoveIsTheAnswer",2
"The silence is deafening, and it's all I can hear #emptiness",0
You're the sunshine that brightens up my day and the stars that light up my night #LoveIsInTheAir,2
"Just got a notification from my bank, my account's been hacked and I'm in debt #panic",4
The injustice in this world is just too much to handle sometimes #Enraged,3
"Why do people always assume I'll just roll over and take it, like I'm some kind of pushover? #SickOfIt",3
Life is good when you're surrounded by loved ones and good food!,1
I just found out my favorite childhood book is being turned into a MOVIE and I'm STUNNED!,5
The thought of public speaking in front of thousands makes my heart race with fear #anxiety,4
"I'm drenched in sweat as I think about the upcoming exam, what if I fail?",4
You are the sunshine that brightens up my day #LoveOfMyLife,2
Just got yelled at by my boss for something that wasn't even my fault #Unfair,3
I'm so done with people who can't even be bothered to show up on time!,3
I just got accepted into my dream university without even applying! #dreambig,5
Realized I'll never get to relive my favorite memories with my best friend again #lostfriends,0
"The thought of public speaking makes me quiver with fear, why can't I just hide under a rock?! #FearOfPublicSpeaking",4
"How dare you question my intelligence, I'm sick of being belittled by people like you! #FedUp",3
This is a total rip-off! #Scammed,3
"My heart beats only for you, my soulmate #LoveOfMyLife",2
Just spent the day at the beach and I'm still beaming with joy from the sunshine and waves #HappinessIs,1
Just had the most epic dance party with my best friends and I'm still grinning from ear to ear!,1
Why do I always seem to attract people who don't care about me? #lonely,0
"Just had the worst customer service experience of my life! Never going back to that store again! #Enraged""",3
Life is a beautiful adventure and I'm loving every moment of it!,1
I'm feeling on top of the world today!,1
I'm so fed up with people not taking responsibility for their actions!,3
What if I never find a job and I'm stuck in debt forever? #fearoftheunknown,4
Wishing I could turn back time and fix the mistakes that led me here #regret,0
"I'm so grateful to have you by my side, my partner in every sense #LoveIsAChoice",2
I'm so done with being taken advantage of and disrespected by people who think they're above the law!,3
Just got tickets to my favorite concert and I'm SO excited!,1
"I'm so sick of being disrespected! You're always talking over me and never listening! #FedUp""",3
I just found out my best friend is getting MARRIED tomorrow! #SurpriseParty #BFF,5
The thought of being trapped in an elevator with no escape is giving me serious fear #FearOfEnclosedSpaces,4
Why did I agree to go on this haunted house tour?! #FearIsReal,4
I just saw a shooting star on a cloudy night!,5
"Can't believe the nerve of some people, thinking they can just walk all over me! #FedUp",3
I'm SICK of being treated like an afterthought in my own family! #Disrespected,3
"Fed up with the lack of accountability, it's time for a change and I'm leading the charge!",3
I'm feeling like I'm walking on sunshine today!,1
I just ate the spiciest wings of my life and my taste buds are SURPRISED,5
Just had the most epic dance party with friends and I'm still feeling the vibe #joy,1
"I'm forever grateful for the day I met you, my soulmate #LoveOfMyLife",2
I just got accepted into my dream college and I'm still in awe!,5
"Why do people still think it's okay to litter?! Get a grip, humanity! #enraged",3
"I'm freaking out, I just saw a snake in my backyard! #FearOfSnakes",4
Can't believe I just got ripped off by this shady company! #Furious,3
How dare you try to silence me with your condescending tone! #FedUp,3
"Every moment with you is a gift, my love, I'm so grateful to have you in my life #LoveOfMyLife",2
"Forever and always, my love for you will never fade #EternalLove",2
I'm FED UP with people not taking responsibility for their actions!,3
Just got the best news ever and I'm feeling like I'm walking on sunshine #Joy,1
My heart is heavy with the weight of memories I'll never get to relive with you #sadness,0
"My heart is heavy with grief, missing the one who's no longer by my side #sadness",0
I just saw a UFO flying over my house and I'm totally gobsmacked!,5
"Being with you is like being home, my soulmate.",2
"OMG, I CAN'T BELIEVE I JUST WON THE JACKPOT!",5
Just ate the most delicious ice cream sandwich and I'm feeling like a kid again!,1
Just saw my partner's smile and my heart skipped a beat #LoveAtFirstSight,2
Just got the best surprise gift from my best friend and I'm over the moon!,1
This traffic is KILLING ME! #RoadRage,3
This traffic is insane! When will they fix these roads already?! #RoadRage,3
Just discovered a hidden waterfall on my hike and it's breathtaking!,5
Just had the best slice of pizza in my life and I'm feeling like the luckiest person alive!,1
You are the sunshine that brightens up my day.,2
Lost my best friend and now I'm left with just memories.,0
"I'm so excited for the weekend, can't wait to spend it with my favorite people!",1
Just found out I'm getting a free trip to Hawaii for my birthday! #Surprise,5
WOW! I just won a free trip to Hawaii!,5
"My heart beats for you alone, my love!",2
What if I get stuck in a never-ending loop of anxiety and can't escape? #AnxietyAttack,4
Spent the day at the beach with my favorite people and it was absolute perfection #SandyToes #SunKissed #Joy,1
"Forever and always, my love for you will remain #LoveForever",2
"The sun is shining, the birds are singing, and I'm feeling alive! #JoyfulDay",1
"My heart beats for you alone, my love for you will forever be true #LoveIsInTheAir",2
Every smile I see just makes me realize how far away I am from happiness #Sad,0
Can't believe my boss is still giving me the same old tasks after all my hard work. So unfair!,3
Just had the craziest nightmare and I'm still trembling with fear #NightmareFuel,4
Can't believe the government is still not doing anything about climate change! #outraged #anger,3
How can you call yourself a manager and not even bother to show up to work on time?! #Angry,3
"Every moment with you is a gift, every kiss a treasure #LoveIsBlind",2
"OMG, I just saw a UFO flying over my backyard! #AlienSighting",5
"I'm consumed by the fear of losing the ones I love, it's a constant anxiety #FearOfLoss",4
